Address;TCPIP0::129.241.103.186::inst0::INSTR
Model;34410A
Serial Number:;MY47032271
Firmware Version;2.40-2.40-0.09-46-09
Start Time;2015-06-05 08:37:10.076
Stop Time;2015-06-05 08:53:49.018
;
Time (s);Channel 1 (Adc)
2015-06-05 08:37:10.199;0,195846184
2015-06-05 08:37:10.222;0,196422913
2015-06-05 08:37:10.245;0,195619092
2015-06-05 08:37:10.267;0,195941526
2015-06-05 08:37:10.292;0,195840605
2015-06-05 08:37:10.315;0,196159272
2015-06-05 08:37:10.340;0,196366766
2015-06-05 08:37:10.366;0,196054655
2015-06-05 08:37:10.388;0,196076136
2015-06-05 08:37:10.411;0,195817168
2015-06-05 08:37:10.434;0,195656404
2015-06-05 08:37:10.458;0,19576207
2015-06-05 08:37:10.480;0,196361187
2015-06-05 08:37:10.503;0,195646224
2015-06-05 08:37:10.530;0,196157388
2015-06-05 08:37:10.553;0,195542441
2015-06-05 08:37:10.575;0,196131306
2015-06-05 08:37:10.600;0,195955474
2015-06-05 08:37:10.623;0,196064835
2015-06-05 08:37:10.646;0,195742473
2015-06-05 08:37:10.670;0,196205096
2015-06-05 08:37:10.693;0,195537768
2015-06-05 08:37:10.715;0,196189193
2015-06-05 08:37:10.740;0,196130328
2015-06-05 08:37:10.762;0,196358326
2015-06-05 08:37:10.785;0,195743379
2015-06-05 08:37:10.809;0,196016294
2015-06-05 08:37:10.834;0,195532189
2015-06-05 08:37:10.856;0,196212558
2015-06-05 08:37:10.879;0,195702228
2015-06-05 08:37:10.903;0,196250919
2015-06-05 08:37:10.927;0,195834048
2015-06-05 08:37:10.951;0,195910699
2015-06-05 08:37:10.975;0,196206001
2015-06-05 08:37:10.998;0,195952756
2015-06-05 08:37:11.020;0,195969564
2015-06-05 08:37:11.044;0,196024734
2015-06-05 08:37:11.067;0,196043426
2015-06-05 08:37:11.089;0,196199517
2015-06-05 08:37:11.111;0,195043341
2015-06-05 08:37:11.137;0,195973259
2015-06-05 08:37:11.160;0,195736822
2015-06-05 08:37:11.182;0,19613214
2015-06-05 08:37:11.207;0,196034986
2015-06-05 08:37:11.229;0,196026617
2015-06-05 08:37:11.252;0,195443403
2015-06-05 08:37:11.276;0,196256498
2015-06-05 08:37:11.300;0,195882661
2015-06-05 08:37:11.322;0,196501376
2015-06-05 08:37:11.345;0,195791992
2015-06-05 08:37:11.371;0,195920951
2015-06-05 08:37:11.394;0,196057373
2015-06-05 08:37:11.417;0,19598735
2015-06-05 08:37:11.441;0,195911605
2015-06-05 08:37:11.463;0,195662055
2015-06-05 08:37:11.486;0,195938737
2015-06-05 08:37:11.510;0,196110659
2015-06-05 08:37:11.534;0,195589171
2015-06-05 08:37:11.557;0,195962102
2015-06-05 08:37:11.580;0,195981699
2015-06-05 08:37:11.603;0,196108847
2015-06-05 08:37:11.626;0,195648036
2015-06-05 08:37:11.649;0,196305111
2015-06-05 08:37:11.674;0,196321014
2015-06-05 08:37:11.698;0,195870526
2015-06-05 08:37:11.720;0,195794781
2015-06-05 08:37:11.744;0,195835932
2015-06-05 08:37:11.771;0,195986372
2015-06-05 08:37:11.795;0,196259288
2015-06-05 08:37:11.820;0,195698532
2015-06-05 08:37:11.843;0,196617222
2015-06-05 08:37:11.865;0,195679769
2015-06-05 08:37:11.890;0,196002275
2015-06-05 08:37:11.912;0,195727476
2015-06-05 08:37:11.934;0,196428492
2015-06-05 08:37:11.958;0,196215347
2015-06-05 08:37:11.983;0,195967681
2015-06-05 08:37:12.006;0,195625577
2015-06-05 08:37:12.027;0,196135907
2015-06-05 08:37:12.053;0,195713457
2015-06-05 08:37:12.074;0,196232227
2015-06-05 08:37:12.098;0,196064907
2015-06-05 08:37:12.122;0,196743392
2015-06-05 08:37:12.145;0,195697555
2015-06-05 08:37:12.168;0,196124749
2015-06-05 08:37:12.196;0,195614419
2015-06-05 08:37:12.218;0,196063023
2015-06-05 08:37:12.242;0,195981771
2015-06-05 08:37:12.266;0,196063929
2015-06-05 08:37:12.290;0,195917256
2015-06-05 08:37:12.313;0,195676074
2015-06-05 08:37:12.336;0,196116309
2015-06-05 08:37:12.360;0,195733127
2015-06-05 08:37:12.382;0,196542455
2015-06-05 08:37:12.405;0,194865768
2015-06-05 08:37:12.430;0,19583865
2015-06-05 08:37:12.452;0,195930297
2015-06-05 08:37:12.475;0,195887334
2015-06-05 08:37:12.498;0,196163873
2015-06-05 08:37:12.522;0,195903237
2015-06-05 08:37:12.544;0,196577955
2015-06-05 08:37:12.567;0,195593844
2015-06-05 08:37:12.591;0,195946199
2015-06-05 08:37:12.613;0,195825608
2015-06-05 08:37:12.636;0,196339705
2015-06-05 08:37:12.661;0,195999485
2015-06-05 08:37:12.685;0,19558352
2015-06-05 08:37:12.708;0,195844372
2015-06-05 08:37:12.733;0,196130257
2015-06-05 08:37:12.758;0,19622002
2015-06-05 08:37:12.780;0,195580803
2015-06-05 08:37:12.807;0,196637797
2015-06-05 08:37:12.829;0,195889146
2015-06-05 08:37:12.853;0,19609664
2015-06-05 08:37:12.876;0,195755514
2015-06-05 08:37:12.899;0,195884473
2015-06-05 08:37:12.922;0,196338728
2015-06-05 08:37:12.945;0,19559475
2015-06-05 08:37:12.970;0,195799454
2015-06-05 08:37:12.993;0,196031218
2015-06-05 08:37:13.015;0,195795687
2015-06-05 08:37:13.042;0,195739611
2015-06-05 08:37:13.064;0,196185426
2015-06-05 08:37:13.088;0,195922835
2015-06-05 08:37:13.113;0,196176152
2015-06-05 08:37:13.135;0,195935042
2015-06-05 08:37:13.158;0,195906932
